Samples	SBS96A	SBS96B	SBS96C	SBS96D
P-0017744-T01-IM6	3.64E-01	3.19E-01	2.77E-01	1.00E-01
P-0017797-T01-IM6	9.03E-01	1.02E+00	8.51E-01	1.92E-01
P-0017815-T01-IM6	1.00E-01	1.37E-01	1.40E-01	1.55E-01
P-0017830-T01-IM6	1.54E+00	1.82E+00	1.16E+00	2.83E-01
P-0017943-T01-IM6	2.73E-01	2.49E-01	2.20E-01	1.97E-01
P-0017966-T01-IM6	3.37E-01	3.30E-01	3.01E-01	3.01E-01
P-0018031-T01-IM6	3.07E-01	3.41E-01	2.48E-01	2.29E-01
P-0018042-T01-IM6	7.10E-01	7.82E-01	7.39E-01	2.41E-01
P-0018059-T01-IM6	8.56E-01	8.93E-01	7.15E-01	1.58E-01
P-0018102-T01-IM6	1.06E-01	1.04E-01	5.39E-02	1.02E-01
P-0018132-T01-IM6	3.17E-01	3.37E-01	2.83E-01	8.96E-02
P-0018233-T01-IM6	3.20E-01	3.25E-01	2.97E-01	1.89E-01
P-0018304-T01-IM6	2.23E-01	2.14E-01	1.76E-01	2.06E-01
P-0018422-T01-IM6	2.73E-02	3.86E-02	4.69E-02	4.96E-02
P-0018444-T01-IM6	3.80E-01	4.44E-01	4.16E-01	2.14E-01
P-0018466-T01-IM6	3.10E-01	2.78E-01	2.52E-01	6.36E-02
P-0018561-T01-IM6	1.51E+00	1.75E+00	1.54E+00	3.60E-01
P-0018600-T01-IM6	1.09E+00	1.37E+00	1.23E+00	4.80E-01
P-0018656-T01-IM6	1.24E+00	1.38E+00	1.00E+00	2.62E-01
P-0018679-T01-IM6	7.32E-01	9.46E-01	8.79E-01	1.36E-01
P-0018759-T01-IM6	3.00E-01	3.13E-01	2.24E-01	1.74E-01
P-0018783-T01-IM6	9.99E-01	1.16E+00	8.29E-01	1.44E-01
P-0018819-T01-IM6	2.54E-01	2.56E-01	1.44E-01	1.48E-01
P-0018843-T01-IM6	6.47E-01	6.31E-01	4.95E-01	7.39E-02
P-0018854-T01-IM6	3.54E-01	3.33E-01	3.48E-01	1.06E-01
P-0019066-T01-IM6	4.79E-02	7.68E-02	6.37E-02	7.53E-02
P-0019137-T01-IM6	2.43E-02	8.23E-02	1.15E-01	1.20E-01
P-0019239-T01-IM6	2.32E-01	2.19E-01	1.95E-01	1.46E-01
P-0019263-T01-IM6	4.28E+00	4.78E+00	3.95E+00	3.48E-01
P-0019302-T01-IM6	2.94E-01	3.21E-01	2.62E-01	2.77E-01
P-0019333-T01-IM6	8.14E-01	7.97E-01	6.77E-01	2.45E-01
P-0019379-T01-IM6	4.59E-01	4.88E-01	4.78E-01	8.57E-02
P-0019443-T01-IM6	3.65E-01	3.60E-01	2.57E-01	1.57E-01
P-0019490-T01-IM6	9.31E-01	8.72E-01	8.69E-01	1.75E-01
P-0019557-T01-IM6	4.09E-01	3.83E-01	3.72E-01	1.89E-01
P-0019569-T01-IM6	5.29E-01	5.46E-01	4.90E-01	2.21E-01
P-0019697-T01-IM6	2.73E-01	2.18E-01	2.89E-01	2.86E-01
P-0019720-T01-IM6	8.23E-01	8.77E-01	9.18E-01	1.96E-01
P-0019861-T01-IM6	2.26E-01	1.92E-01	1.35E-01	2.00E-01
P-0019889-T02-IM6	4.69E-01	4.30E-01	3.60E-01	1.73E-01
P-0019909-T02-IM6	2.79E-01	3.50E-01	3.13E-01	1.73E-01
P-0019939-T01-IM6	8.27E-01	9.67E-01	9.26E-01	6.96E-01
P-0020082-T01-IM6	1.30E+00	1.36E+00	1.21E+00	2.91E-01
P-0020127-T01-IM6	3.88E-01	4.20E-01	3.81E-01	2.82E-01
P-0020191-T01-IM6	1.02E-01	1.21E-01	1.26E-01	6.76E-02
P-0020307-T01-IM6	1.08E+00	1.02E+00	9.88E-01	5.38E-01
P-0020319-T01-IM6	5.96E-01	6.94E-01	5.47E-01	1.08E-01
P-0020382-T01-IM6	7.75E-01	7.65E-01	5.96E-01	8.40E-02
P-0020388-T01-IM6	5.46E-01	5.94E-01	4.06E-01	1.96E-01
P-0020638-T01-IM6	6.21E-01	6.51E-01	4.85E-01	2.51E-01
P-0020641-T02-IM6	4.68E-01	5.23E-01	4.14E-01	5.09E-02
P-0020691-T01-IM6	5.25E-02	7.92E-02	1.18E-01	1.23E-01
P-0020768-T01-IM6	1.02E-01	9.60E-02	8.27E-02	8.77E-02
P-0020817-T01-IM6	2.15E+00	2.23E+00	1.79E+00	4.06E-01
P-0020913-T01-IM6	4.84E-01	4.30E-01	3.42E-01	2.33E-01
P-0020957-T01-IM6	1.01E+00	1.16E+00	1.01E+00	4.11E-01
P-0021046-T01-IM6	8.19E-01	1.02E+00	7.91E-01	4.59E-01
P-0021075-T01-IM6	6.68E-01	6.84E-01	5.55E-01	3.72E-01
P-0021121-T01-IM6	4.05E-01	5.40E-01	4.96E-01	2.47E-01
P-0021169-T01-IM6	8.31E-01	9.21E-01	7.34E-01	2.97E-01
P-0021174-T01-IM6	4.94E-01	5.02E-01	3.32E-01	1.17E-01
P-0021223-T01-IM6	1.07E+00	1.16E+00	8.56E-01	1.33E-01
P-0021331-T01-IM6	3.25E-01	2.86E-01	2.87E-01	2.56E-01
P-0021440-T01-IM6	1.28E-01	2.08E-01	2.45E-01	1.52E-01
P-0021441-T01-IM6	6.26E-02	8.91E-02	8.07E-02	1.15E-01
P-0021458-T01-IM6	5.12E-01	4.52E-01	3.75E-01	1.72E-01
P-0021469-T01-IM6	9.75E-02	1.40E-01	1.16E-01	7.26E-02
P-0021504-T01-IM6	2.44E-01	2.34E-01	2.83E-01	1.13E-01
P-0021526-T02-IM6	5.99E-01	6.17E-01	5.32E-01	2.59E-01
P-0021584-T01-IM6	4.86E-01	5.24E-01	4.63E-01	2.48E-01
P-0021708-T02-IM6	1.62E+00	1.70E+00	1.29E+00	3.85E-01
P-0021737-T01-IM6	8.86E-02	1.42E-01	2.02E-01	1.74E-01
P-0021743-T01-IM6	6.96E-01	8.55E-01	7.74E-01	6.73E-01
P-0021783-T01-IM6	5.77E-01	5.87E-01	4.74E-01	4.30E-01
P-0021842-T01-IM6	3.34E-01	3.86E-01	2.96E-01	2.48E-01
P-0021846-T01-IM6	6.37E-01	8.48E-01	7.91E-01	2.25E-01
P-0021847-T03-IM6	7.03E-01	7.48E-01	7.59E-01	2.18E-01
P-0021934-T01-IM6	2.90E-01	2.76E-01	2.24E-01	4.24E-02
P-0021948-T01-IM6	6.99E-01	7.14E-01	5.93E-01	3.07E-01
P-0021968-T01-IM6	7.83E-01	9.22E-01	9.65E-01	2.70E-01
P-0021995-T01-IM6	5.28E-01	6.88E-01	6.39E-01	3.16E-01
P-0022012-T01-IM6	1.27E-01	1.20E-01	1.40E-01	1.69E-01
P-0022019-T01-IM6	2.85E+00	3.26E+00	2.58E+00	3.73E-01
P-0022042-T01-IM6	4.03E-01	4.25E-01	3.64E-01	1.43E-01
P-0022096-T01-IM6	3.09E+00	3.68E+00	3.10E+00	4.08E-01
P-0022123-T01-IM6	4.37E-01	4.62E-01	4.24E-01	2.15E-01
P-0022140-T01-IM6	3.55E-01	3.73E-01	3.00E-01	2.07E-01
P-0022146-T01-IM6	2.99E-01	3.20E-01	2.83E-01	2.26E-01
P-0022168-T02-IM6	1.75E-01	1.84E-01	1.21E-01	1.73E-01
P-0022177-T01-IM6	2.18E-01	2.58E-01	2.12E-01	1.97E-01
P-0022232-T01-IM6	3.46E-01	4.17E-01	3.15E-01	1.89E-01
P-0022308-T01-IM6	2.72E-01	2.53E-01	1.73E-01	9.89E-02
P-0022366-T01-IM6	2.24E-01	2.69E-01	2.07E-01	1.30E-01
P-0022384-T01-IM6	3.50E-01	3.70E-01	3.68E-01	2.82E-01
P-0022471-T01-IM6	4.90E-01	5.88E-01	6.37E-01	2.93E-01
P-0022542-T02-IM6	4.87E-01	5.80E-01	5.10E-01	2.83E-01
P-0022570-T01-IM6	2.65E-01	2.96E-01	2.89E-01	5.34E-02
P-0022670-T01-IM6	1.18E-01	1.09E-01	1.28E-01	1.20E-01
P-0022680-T01-IM6	1.01E+00	9.87E-01	6.42E-01	2.34E-01
P-0022702-T01-IM6	5.50E-01	5.13E-01	3.24E-01	1.90E-01
P-0022743-T01-IM6	2.52E-01	3.32E-01	3.06E-01	0.00E+00
P-0022759-T01-IM6	4.98E-01	4.61E-01	4.26E-01	9.37E-02
P-0022795-T01-IM6	4.67E-01	5.93E-01	5.27E-01	2.96E-01
P-0022807-T04-IM6	4.25E-01	4.81E-01	4.30E-01	2.67E-01
P-0022827-T01-IM6	9.66E-01	9.76E-01	7.19E-01	2.20E-01
P-0022864-T01-IM6	1.34E-01	8.67E-02	6.13E-02	1.32E-01
P-0022885-T01-IM6	3.47E-01	4.60E-01	3.89E-01	1.26E-01
P-0022886-T01-IM6	4.98E-01	5.17E-01	3.36E-01	2.81E-01
P-0022986-T01-IM6	2.77E-01	3.64E-01	3.25E-01	2.24E-01
P-0023032-T01-IM6	4.34E-01	4.55E-01	3.64E-01	2.40E-01
P-0023041-T01-IM6	1.05E+00	1.16E+00	1.12E+00	5.62E-01
P-0023055-T01-IM6	1.12E-01	1.19E-01	6.83E-02	9.25E-02
P-0023139-T01-IM6	2.62E-01	2.36E-01	2.87E-01	2.13E-01
P-0023163-T01-IM6	1.58E+00	1.67E+00	1.54E+00	3.90E-01
P-0023356-T01-IM6	1.09E+00	1.11E+00	7.97E-01	3.19E-01
P-0023378-T01-IM6	4.24E-01	4.98E-01	3.84E-01	3.37E-01
P-0023510-T01-IM6	9.89E-01	1.08E+00	7.86E-01	2.66E-01
P-0023645-T01-IM6	2.71E-01	3.70E-01	3.32E-01	1.97E-01
P-0023733-T01-IM6	5.44E-02	1.59E-01	1.84E-01	1.55E-01
P-0023734-T01-IM6	1.97E-01	2.32E-01	2.43E-01	1.84E-01
P-0023765-T01-IM6	2.28E+00	2.82E+00	2.23E+00	5.57E-01
P-0023775-T01-IM6	1.11E-01	2.58E-01	2.38E-01	1.29E-01
P-0023777-T01-IM6	1.05E+00	1.25E+00	1.11E+00	2.90E-01
P-0023794-T01-IM6	3.71E-01	3.82E-01	3.81E-01	1.92E-01
P-0023821-T01-IM6	2.33E-01	3.47E-01	3.62E-01	9.98E-02
P-0023848-T01-IM6	6.95E-01	8.00E-01	7.86E-01	4.14E-01
P-0023973-T01-IM6	5.82E-01	5.36E-01	4.16E-01	2.89E-01
P-0023993-T01-IM6	9.11E-02	1.19E-01	9.48E-02	1.18E-01
P-0024070-T01-IM6	8.02E-01	9.25E-01	9.05E-01	4.93E-01
P-0024072-T01-IM6	1.01E+00	1.02E+00	9.56E-01	3.28E-01
P-0024110-T01-IM6	1.76E-01	1.95E-01	1.51E-01	2.09E-01
P-0024121-T01-IM6	1.35E+00	1.53E+00	1.22E+00	1.02E-01
P-0024166-T02-IM6	6.09E-01	6.78E-01	4.91E-01	1.34E-01
P-0024188-T01-IM6	5.45E-01	5.16E-01	4.91E-01	2.03E-01
P-0024221-T01-IM6	2.57E-01	1.81E-01	2.15E-01	1.50E-01
P-0024262-T01-IM6	2.96E+00	3.20E+00	2.69E+00	5.09E-01
P-0024301-T01-IM6	1.52E-01	2.36E-01	2.37E-01	1.31E-01
P-0024305-T01-IM6	4.40E-01	4.59E-01	3.48E-01	2.50E-01
P-0024339-T01-IM6	7.65E-01	8.08E-01	7.01E-01	1.39E-01
P-0024344-T01-IM6	3.38E-01	4.91E-01	4.52E-01	1.57E-01
P-0024395-T01-IM6	2.02E+00	2.20E+00	1.85E+00	5.35E-01
P-0024536-T01-IM6	5.05E-01	5.98E-01	6.21E-01	2.29E-01
P-0024595-T01-IM6	5.84E-02	6.65E-02	7.12E-02	8.07E-02
P-0024639-T01-IM6	2.79E+00	3.16E+00	2.27E+00	5.79E-01
P-0024769-T01-IM6	3.50E-01	2.71E-01	3.29E-01	2.98E-01
P-0024771-T01-IM6	1.73E-01	2.07E-01	1.95E-01	9.74E-02
P-0024830-T01-IM6	1.30E-01	1.77E-01	1.66E-01	1.56E-01
P-0024927-T01-IM6	1.60E-01	1.21E-01	7.75E-02	1.41E-01
P-0024994-T01-IM6	1.15E-01	1.38E-01	1.45E-01	1.37E-01
P-0024995-T01-IM6	4.23E-01	4.04E-01	2.63E-01	1.49E-01
P-0025093-T01-IM6	3.39E-01	3.61E-01	2.24E-01	2.86E-01
P-0025164-T01-IM6	1.06E+00	1.17E+00	8.42E-01	2.23E-01
P-0025347-T01-IM6	6.08E-01	6.49E-01	5.06E-01	2.44E-01
P-0025530-T01-IM6	4.06E-01	3.88E-01	3.92E-01	4.07E-01
P-0025541-T01-IM6	2.59E-01	3.08E-01	2.48E-01	2.16E-01
P-0025561-T01-IM6	8.30E-02	1.54E-01	1.49E-01	1.02E-01
P-0025565-T01-IM6	3.35E-01	3.91E-01	4.10E-01	1.91E-01
P-0025608-T01-IM6	2.12E-01	2.08E-01	1.75E-01	1.71E-01
P-0025733-T01-IM6	3.14E-01	3.19E-01	2.99E-01	6.95E-02
P-0025737-T01-IM6	3.59E-02	4.51E-02	3.86E-02	4.90E-02
P-0025813-T01-IM6	4.56E-01	4.91E-01	4.68E-01	1.70E-01
P-0025831-T01-IM6	2.94E-01	3.56E-01	3.52E-01	1.18E-01
P-0025853-T01-IM6	1.13E-01	1.58E-01	1.24E-01	1.57E-01
P-0025878-T01-IM6	1.94E-01	1.86E-01	1.13E-01	9.26E-02
P-0025945-T01-IM6	3.52E+00	3.73E+00	2.74E+00	3.68E-01
P-0025973-T01-IM6	3.53E+00	3.92E+00	2.88E+00	2.97E-01
P-0026008-T01-IM6	1.72E+00	1.92E+00	1.45E+00	2.61E-01
P-0026015-T01-IM6	1.35E-01	1.26E-01	1.41E-01	1.54E-01
P-0026030-T01-IM6	5.63E-01	6.55E-01	6.27E-01	2.22E-01
P-0026104-T01-IM6	5.92E-02	1.18E-01	1.35E-01	1.62E-01
P-0026158-T04-IM6	1.23E-01	1.50E-01	1.50E-01	1.70E-01
P-0026274-T02-IM6	5.04E-01	4.91E-01	4.36E-01	1.98E-01
P-0026314-T01-IM6	2.14E-01	2.29E-01	1.69E-01	1.51E-01
P-0026326-T02-IM6	3.62E-01	4.24E-01	3.79E-01	2.26E-01
P-0026354-T01-IM6	4.63E-01	4.96E-01	4.48E-01	2.98E-01
P-0026361-T01-IM6	4.09E-02	6.21E-02	5.57E-02	7.96E-02
P-0026488-T01-IM6	6.09E-01	6.36E-01	5.97E-01	2.24E-01
P-0026715-T01-IM6	1.77E-01	2.06E-01	1.33E-01	1.40E-01
P-0026804-T01-IM6	1.44E-01	1.49E-01	1.34E-01	9.37E-02
P-0026835-T01-IM6	7.24E-01	8.03E-01	6.39E-01	2.60E-01
P-0027076-T01-IM6	2.49E-01	2.18E-01	1.98E-01	1.60E-01
P-0027084-T01-IM6	5.24E-01	5.81E-01	6.10E-01	3.73E-01
P-0027104-T01-IM6	3.48E-01	3.13E-01	2.83E-01	2.50E-01
P-0027154-T01-IM6	2.80E-01	2.76E-01	1.60E-01	1.52E-01
P-0027227-T01-IM6	3.33E-01	3.55E-01	3.32E-01	1.70E-01
P-0027258-T01-IM6	8.72E-01	1.16E+00	1.07E+00	3.82E-01
P-0027270-T01-IM6	4.84E-01	5.26E-01	3.98E-01	2.71E-01
P-0027338-T01-IM6	1.03E+00	1.23E+00	1.12E+00	2.58E-01
P-0027588-T01-IM6	8.56E-02	5.33E-02	8.48E-02	4.33E-02
P-0027603-T01-IM6	5.55E-01	5.53E-01	4.55E-01	2.16E-01
P-0027626-T01-IM6	2.27E-01	2.60E-01	2.71E-01	1.60E-01
P-0027707-T01-IM6	3.30E-01	3.76E-01	3.37E-01	7.80E-02
P-0027716-T01-IM6	5.11E-01	6.28E-01	5.05E-01	2.33E-01
P-0027739-T01-IM6	3.33E-01	3.00E-01	1.96E-01	1.68E-01
P-0027752-T01-IM6	1.00E+00	1.23E+00	1.07E+00	2.78E-01
P-0027768-T01-IM6	4.62E-01	4.73E-01	3.98E-01	1.99E-01
P-0027808-T01-IM6	6.01E-01	5.62E-01	2.01E-01	1.80E-01
P-0027875-T01-IM6	2.74E-01	2.75E-01	2.95E-01	2.11E-01
P-0028040-T01-IM6	4.88E-01	5.52E-01	3.81E-01	2.24E-01
P-0028041-T01-IM6	1.94E-01	2.16E-01	1.88E-01	1.38E-01
P-0028067-T01-IM6	2.27E-01	2.02E-01	1.46E-01	1.86E-01
P-0028078-T01-IM6	2.83E-01	2.43E-01	1.78E-01	1.11E-01
P-0028101-T01-IM6	1.01E+00	1.07E+00	9.24E-01	3.00E-01
P-0028205-T01-IM6	7.44E-01	8.67E-01	6.54E-01	1.17E-01
P-0028298-T01-IM6	1.30E-01	1.41E-01	1.01E-01	1.19E-01
P-0028316-T01-IM6	2.47E-01	2.42E-01	1.52E-01	1.54E-01
P-0028477-T01-IM6	1.16E+00	1.26E+00	9.47E-01	5.11E-01
P-0028629-T01-IM6	1.14E+00	1.43E+00	1.24E+00	3.12E-01
P-0028631-T01-IM6	6.99E-01	6.42E-01	5.99E-01	4.24E-01
P-0028681-T01-IM6	2.92E-01	4.29E-01	4.92E-01	4.16E-01
P-0028849-T02-IM6	2.66E-01	4.35E-01	4.52E-01	3.03E-01
P-0028910-T01-IM6	6.52E-01	7.45E-01	4.64E-01	3.27E-01
P-0028920-T01-IM6	6.22E-01	6.83E-01	5.67E-01	1.34E-01
P-0028988-T01-IM6	5.03E-01	5.35E-01	3.83E-01	1.76E-01
P-0028993-T01-IM6	6.43E-01	6.17E-01	4.02E-01	1.75E-01
P-0029242-T01-IM6	1.95E-01	1.87E-01	1.78E-01	1.49E-01
P-0029305-T01-IM6	4.99E-01	5.70E-01	4.20E-01	1.93E-01
P-0029330-T01-IM6	1.82E-01	1.70E-01	1.81E-01	1.50E-01
P-0029332-T01-IM6	3.75E-01	3.18E-01	2.59E-01	8.55E-02
P-0029387-T01-IM6	5.76E-01	7.54E-01	7.97E-01	3.45E-01
P-0029475-T01-IM6	2.92E-01	3.44E-01	4.00E-01	2.92E-01
P-0029504-T01-IM6	3.87E+00	5.04E+00	3.99E+00	2.86E-01
P-0029544-T01-IM6	1.50E-01	1.76E-01	1.61E-01	2.17E-01
P-0029614-T01-IM6	3.44E-01	3.38E-01	2.29E-01	1.50E-01
P-0029764-T01-IM6	7.33E-01	8.52E-01	6.64E-01	2.30E-01
P-0029804-T01-IM6	1.83E-01	1.58E-01	1.13E-01	1.43E-01
P-0029808-T01-IM6	2.69E-01	2.70E-01	1.32E-01	1.29E-01
P-0029950-T01-IM6	3.60E-01	2.84E-01	4.07E-01	2.22E-01
P-0029954-T01-IM6	1.41E-02	2.88E-02	1.41E-02	3.38E-02
P-0029989-T01-IM6	3.10E-01	3.36E-01	2.89E-01	2.40E-01
P-0030112-T02-IM6	2.84E-01	2.51E-01	3.25E-01	3.22E-01
P-0030135-T01-IM6	2.70E-01	2.65E-01	2.77E-01	2.05E-01
P-0030209-T01-IM6	6.44E-01	7.29E-01	6.58E-01	2.44E-01
P-0030237-T01-IM6	1.71E-02	3.38E-02	4.65E-02	3.59E-02
P-0030248-T01-IM6	1.33E-01	1.68E-01	1.62E-01	1.53E-01
P-0030255-T01-IM6	1.19E-01	1.28E-01	1.24E-01	1.18E-01
P-0030290-T01-IM6	2.01E+00	2.45E+00	1.85E+00	4.28E-01
P-0030388-T01-IM6	2.19E-02	3.94E-02	3.86E-02	4.96E-02
P-0030475-T01-IM6	4.83E-01	4.85E-01	5.37E-01	3.39E-01
P-0030546-T01-IM6	6.59E-01	6.46E-01	4.47E-01	1.45E-01
P-0030816-T01-IM6	2.95E-01	2.98E-01	1.53E-01	1.76E-01
P-0030878-T01-IM6	1.18E-01	1.15E-01	8.54E-02	9.03E-02
P-0030903-T01-IM6	6.54E-01	5.80E-01	5.51E-01	6.52E-01
P-0030939-T01-IM6	3.30E-01	3.30E-01	2.74E-01	2.58E-01
P-0031177-T01-IM6	2.15E-01	2.04E-01	1.60E-01	2.28E-01
P-0031286-T03-IM6	9.13E-01	1.02E+00	9.37E-01	3.43E-01
P-0031640-T01-IM6	7.96E-01	7.84E-01	5.70E-01	3.70E-01
P-0031794-T01-IM6	1.18E-01	1.04E-01	4.29E-02	8.53E-02
P-0031887-T01-IM6	4.01E-01	3.42E-01	3.12E-01	1.32E-01
P-0032079-T01-IM6	4.28E-01	3.21E-01	3.75E-01	2.37E-01
P-0032185-T01-IM6	1.29E+00	1.44E+00	1.16E+00	2.27E-01
P-0032392-T01-IM6	3.94E-01	3.75E-01	2.57E-01	2.67E-01
P-0032398-T01-IM6	5.25E-01	6.15E-01	6.08E-01	3.98E-01
P-0032404-T01-IM6	1.16E+00	1.21E+00	7.66E-01	1.90E-01
P-0032570-T01-IM6	9.67E-01	1.29E+00	1.14E+00	3.49E-01
P-0032586-T01-IM6	4.79E-01	6.66E-01	6.09E-01	3.50E-01
P-0032617-T01-IM6	1.63E-01	1.43E-01	9.77E-02	1.24E-01
P-0032650-T01-IM6	1.02E+00	1.05E+00	1.18E+00	4.86E-01
P-0032691-T01-IM6	4.09E+00	4.80E+00	4.11E+00	5.45E-01
P-0032739-T01-IM6	2.70E-01	3.75E-01	3.60E-01	1.70E-01
P-0032746-T01-IM6	3.74E-01	3.89E-01	3.47E-01	3.23E-01
P-0032774-T02-IM6	8.98E-01	8.31E-01	6.18E-01	1.75E-01
P-0032780-T01-IM6	1.94E-01	1.90E-01	1.79E-01	1.18E-01
P-0032800-T01-IM6	6.76E-01	6.65E-01	3.94E-01	1.27E-01
P-0032812-T01-IM6	1.67E-01	1.42E-01	1.20E-01	1.25E-01
P-0032845-T01-IM6	4.98E-01	5.78E-01	5.15E-01	1.09E-01
P-0032896-T01-IM6	2.53E-01	2.02E-01	1.91E-01	1.45E-01
P-0032937-T01-IM6	2.39E-01	2.49E-01	1.24E-01	1.60E-01
P-0032984-T01-IM6	4.47E-01	6.32E-01	6.30E-01	1.98E-01
P-0032996-T01-IM6	3.79E-02	6.22E-02	3.73E-02	7.56E-02
P-0033003-T01-IM6	1.23E+00	1.25E+00	1.06E+00	2.62E-01
P-0033074-T01-IM6	2.24E-01	2.51E-01	1.93E-01	1.90E-01
P-0033097-T01-IM6	3.10E-01	3.52E-01	3.67E-01	3.17E-01
P-0033151-T01-IM6	3.22E-01	3.86E-01	3.20E-01	2.54E-01
P-0033199-T01-IM6	3.75E-01	3.70E-01	2.83E-01	1.75E-01
P-0033292-T01-IM6	8.45E-02	1.69E-01	1.62E-01	1.57E-01
P-0033354-T01-IM6	4.77E-02	6.62E-02	7.91E-02	9.75E-02
P-0033363-T01-IM6	6.31E-02	1.18E-01	9.02E-02	1.02E-01
P-0033378-T01-IM6	1.75E+00	2.26E+00	2.00E+00	4.59E-01
P-0033470-T01-IM6	3.60E-01	3.75E-01	4.03E-01	1.76E-01
P-0033610-T01-IM6	1.64E-01	1.16E-01	1.03E-01	1.31E-01
P-0033649-T01-IM6	4.87E-01	5.57E-01	4.02E-01	1.86E-01
P-0033654-T01-IM6	1.04E+00	1.18E+00	1.01E+00	2.69E-01
P-0033782-T01-IM6	6.87E-01	6.80E-01	5.10E-01	2.48E-01
P-0033795-T01-IM6	1.41E-01	1.10E-01	9.69E-02	8.80E-02
P-0033935-T01-IM6	9.72E-01	1.08E+00	8.18E-01	3.92E-01
P-0033950-T01-IM6	2.70E-01	2.42E-01	1.68E-01	1.56E-01
P-0033965-T01-IM6	5.76E-01	6.99E-01	5.81E-01	1.10E-01
P-0034034-T01-IM6	2.35E-01	2.17E-01	1.73E-01	1.88E-01
P-0034042-T01-IM6	7.88E-01	8.30E-01	7.10E-01	1.87E-01
P-0034168-T01-IM6	2.14E-01	2.02E-01	1.14E-01	8.58E-02
P-0034178-T01-IM6	1.87E-01	1.52E-01	1.86E-01	1.58E-01
P-0034234-T01-IM6	4.14E-01	4.07E-01	3.96E-01	2.85E-01
P-0034282-T01-IM6	5.39E-01	5.52E-01	3.96E-01	2.66E-01
P-0034283-T01-IM6	8.44E-01	9.64E-01	7.68E-01	2.52E-01
P-0034288-T01-IM6	3.78E-01	3.38E-01	2.62E-01	2.38E-01
P-0034303-T01-IM6	3.79E-01	4.95E-01	3.82E-01	2.00E-01
P-0034370-T01-IM6	3.99E-01	4.02E-01	2.95E-01	1.32E-01
P-0034392-T01-IM6	2.07E-01	1.94E-01	1.57E-01	1.39E-01
P-0034579-T01-IM6	2.82E-01	2.80E-01	2.28E-01	2.88E-01
P-0034585-T01-IM6	8.60E-01	1.01E+00	1.06E+00	1.58E-01
P-0034592-T01-IM6	3.09E-01	4.40E-01	4.46E-01	1.36E-01
P-0034621-T01-IM6	5.95E-01	6.43E-01	4.99E-01	1.43E-01
P-0034697-T01-IM6	5.44E-01	5.93E-01	4.60E-01	2.65E-01
P-0034710-T01-IM6	8.54E-02	1.25E-01	1.28E-01	1.50E-01
P-0035069-T01-IM6	4.09E-02	3.86E-02	4.02E-02	4.94E-02
P-0035134-T01-IM6	4.51E-01	3.71E-01	3.93E-01	1.26E-01
P-0035224-T01-IM6	1.92E+00	1.86E+00	1.45E+00	5.17E-01
P-0035430-T01-IM6	1.36E-01	1.58E-01	1.53E-01	7.26E-02
P-0035511-T02-IM6	4.19E-01	5.11E-01	4.90E-01	1.40E-01
P-0035523-T01-IM6	2.77E-01	2.82E-01	2.17E-01	2.44E-01
P-0035564-T01-IM6	3.56E-01	3.84E-01	3.19E-01	1.88E-01
P-0035784-T01-IM6	9.91E-01	9.31E-01	9.84E-01	4.40E-01
P-0035813-T01-IM6	1.41E-02	2.88E-02	1.41E-02	3.38E-02
P-0035910-T01-IM6	2.26E+00	2.59E+00	2.06E+00	3.43E-01
P-0035974-T01-IM6	8.93E-01	1.03E+00	9.50E-01	4.93E-01
P-0036089-T01-IM6	2.18E-01	2.78E-01	2.88E-01	1.58E-01
P-0036095-T01-IM6	1.01E+00	1.22E+00	1.18E+00	1.98E-01
P-0036159-T01-IM6	3.46E-01	3.73E-01	3.06E-01	1.12E-01
P-0036240-T01-IM6	3.68E-01	4.11E-01	3.35E-01	1.55E-01
P-0036241-T01-IM6	4.08E-01	3.26E-01	3.62E-01	2.20E-01
P-0036260-T01-IM6	4.62E-01	4.61E-01	5.10E-01	2.11E-01
P-0036578-T01-IM6	1.19E-01	1.14E-01	1.52E-01	1.19E-01
P-0036680-T01-IM6	3.66E-01	4.56E-01	3.91E-01	2.50E-01
P-0036712-T01-IM6	3.93E-01	3.66E-01	2.93E-01	1.04E-01
P-0036733-T05-IM6	1.16E+00	1.21E+00	9.92E-01	5.35E-01
P-0036794-T01-IM6	2.79E-01	2.15E-01	2.38E-01	2.67E-01
P-0036809-T01-IM6	2.38E+00	2.73E+00	2.08E+00	6.00E-01
P-0036862-T01-IM6	2.34E-01	2.54E-01	2.40E-01	1.65E-01
P-0036873-T01-IM6	3.55E-01	2.56E-01	2.75E-01	2.00E-01
P-0037010-T01-IM6	1.18E-01	7.98E-02	5.06E-02	9.75E-02
P-0037110-T01-IM6	1.88E+00	2.10E+00	1.63E+00	4.97E-01
P-0037116-T01-IM6	1.58E-01	1.92E-01	1.45E-01	1.71E-01
P-0037118-T01-IM6	4.70E-01	5.28E-01	4.19E-01	2.32E-01
P-0037130-T01-IM6	1.21E+00	1.31E+00	8.56E-01	2.42E-01
P-0037309-T01-IM6	5.52E-01	5.51E-01	4.32E-01	2.20E-01
P-0037336-T01-IM6	2.08E-01	1.60E-01	1.49E-01	1.40E-01
P-0037380-T01-IM6	3.57E-01	3.49E-01	2.25E-01	1.55E-01
P-0037408-T01-IM6	1.40E+00	1.55E+00	1.25E+00	1.10E-01
P-0037493-T01-IM6	1.41E-02	2.88E-02	1.41E-02	3.38E-02
